timestamp,symbol,price,quantity,side
2026-01-13 02:51:51.275981,AAPL,100.15,450,BUY
2026-01-13 02:52:01.275981,AAPL,100.13,147,SELL
2026-01-13 02:52:11.275981,AAPL,100.41,444,BUY
2026-01-13 02:52:21.275981,AAPL,100.21,398,BUY
2026-01-13 02:52:31.275981,AAPL,100.09,197,SELL
2026-01-13 02:52:41.275981,AAPL,99.78,401,BUY
2026-01-13 02:52:51.275981,AAPL,99.8,357,BUY
2026-01-13 02:53:01.275981,AAPL,99.61,387,SELL
2026-01-13 02:53:11.275981,AAPL,99.92,178,BUY
2026-01-13 02:53:21.275981,AAPL,99.77,200,BUY
2026-01-13 02:53:31.275981,AAPL,99.7,347,BUY
2026-01-13 02:53:41.275981,AAPL,99.58,161,BUY
2026-01-13 02:53:51.275981,AAPL,99.47,109,BUY
2026-01-13 02:54:01.275981,AAPL,99.41,189,BUY
2026-01-13 02:54:11.275981,AAPL,99.37,86,SELL
2026-01-13 02:54:21.275981,AAPL,99.08,148,BUY
2026-01-13 02:54:31.275981,AAPL,99.32,353,SELL
2026-01-13 02:54:41.275981,AAPL,99.44,124,BUY
2026-01-13 02:54:51.275981,AAPL,99.68,469,SELL
2026-01-13 02:55:01.275981,AAPL,99.86,161,SELL
2026-01-13 02:55:11.275981,AAPL,100.21,148,BUY
2026-01-13 02:55:21.275981,AAPL,100.59,257,BUY
2026-01-13 02:55:31.275981,AAPL,100.68,218,SELL
2026-01-13 02:55:41.275981,AAPL,100.49,326,SELL
2026-01-13 02:55:51.275981,AAPL,100.64,453,SELL
2026-01-13 02:56:01.275981,AAPL,100.84,450,SELL
2026-01-13 02:56:11.275981,AAPL,100.92,82,SELL
2026-01-13 02:56:21.275981,AAPL,100.87,424,SELL
2026-01-13 02:56:31.275981,AAPL,100.72,287,SELL
2026-01-13 02:56:41.275981,AAPL,100.7,487,SELL
2026-01-13 02:56:51.275981,AAPL,100.77,332,BUY
2026-01-13 02:57:01.275981,AAPL,100.77,333,BUY
2026-01-13 02:57:11.275981,AAPL,101.07,497,BUY
2026-01-13 02:57:21.275981,AAPL,101.19,196,SELL
2026-01-13 02:57:31.275981,AAPL,101.02,84,SELL
2026-01-13 02:57:41.275981,AAPL,100.8,269,SELL
2026-01-13 02:57:51.275981,AAPL,100.9,95,BUY
2026-01-13 02:58:01.275981,AAPL,100.97,86,SELL
2026-01-13 02:58:11.275981,AAPL,101.07,398,BUY
2026-01-13 02:58:21.275981,AAPL,101.49,237,BUY
2026-01-13 02:58:31.275981,AAPL,101.8,165,BUY
2026-01-13 02:58:41.275981,AAPL,101.61,210,SELL
2026-01-13 02:58:51.275981,AAPL,101.49,372,SELL
2026-01-13 02:59:01.275981,AAPL,101.22,103,SELL
2026-01-13 02:59:11.275981,AAPL,100.9,372,SELL
2026-01-13 02:59:21.275981,AAPL,100.67,176,BUY
2026-01-13 02:59:31.275981,AAPL,100.95,435,SELL
2026-01-13 02:59:41.275981,AAPL,101.12,348,SELL
2026-01-13 02:59:51.275981,AAPL,101.34,225,BUY
2026-01-13 03:00:01.275981,AAPL,101.52,404,SELL
2026-01-13 03:00:11.275981,AAPL,101.4,458,SELL
2026-01-13 03:00:21.275981,AAPL,101.4,362,SELL
2026-01-13 03:00:31.275981,AAPL,101.57,222,SELL
2026-01-13 03:00:41.275981,AAPL,101.84,449,SELL
2026-01-13 03:00:51.275981,AAPL,102.04,420,BUY
2026-01-13 03:01:01.275981,AAPL,102.05,337,BUY
2026-01-13 03:01:11.275981,AAPL,101.97,496,SELL
2026-01-13 03:01:21.275981,AAPL,101.79,239,BUY
2026-01-13 03:01:31.275981,AAPL,101.7,199,SELL
2026-01-13 03:01:41.275981,AAPL,101.61,219,SELL
2026-01-13 03:01:51.275981,AAPL,101.73,320,SELL
2026-01-13 03:02:01.275981,AAPL,101.33,313,BUY
2026-01-13 03:02:11.275981,AAPL,101.42,109,SELL
2026-01-13 03:02:21.275981,AAPL,101.41,311,BUY
2026-01-13 03:02:31.275981,AAPL,101.51,421,SELL
2026-01-13 03:02:41.275981,AAPL,101.94,357,SELL
2026-01-13 03:02:51.275981,AAPL,102.07,318,SELL
2026-01-13 03:03:01.275981,AAPL,101.66,194,SELL
2026-01-13 03:03:11.275981,AAPL,101.7,368,BUY
2026-01-13 03:03:21.275981,AAPL,101.54,278,SELL
2026-01-13 03:03:31.275981,AAPL,101.52,166,SELL
2026-01-13 03:03:41.275981,AAPL,101.62,178,SELL
2026-01-13 03:03:51.275981,AAPL,101.79,171,BUY
2026-01-13 03:04:01.275981,AAPL,101.48,167,SELL
2026-01-13 03:04:11.275981,AAPL,101.42,138,SELL
2026-01-13 03:04:21.275981,AAPL,101.45,238,BUY
2026-01-13 03:04:31.275981,AAPL,101.57,241,BUY
2026-01-13 03:04:41.275981,AAPL,101.9,125,SELL
2026-01-13 03:04:51.275981,AAPL,101.81,193,BUY
2026-01-13 03:05:01.275981,AAPL,101.76,267,SELL
2026-01-13 03:05:11.275981,AAPL,102.13,481,BUY
2026-01-13 03:05:21.275981,AAPL,101.88,271,BUY
2026-01-13 03:05:31.275981,AAPL,101.85,72,SELL
2026-01-13 03:05:41.275981,AAPL,102.16,339,SELL
2026-01-13 03:05:51.275981,AAPL,102.43,272,SELL
2026-01-13 03:06:01.275981,AAPL,102.44,306,SELL
2026-01-13 03:06:11.275981,AAPL,102.91,374,BUY
2026-01-13 03:06:21.275981,AAPL,102.87,433,SELL
2026-01-13 03:06:31.275981,AAPL,102.88,389,SELL
2026-01-13 03:06:41.275981,AAPL,103.03,82,BUY
2026-01-13 03:06:51.275981,AAPL,103.39,494,BUY
2026-01-13 03:07:01.275981,AAPL,103.48,114,BUY
2026-01-13 03:07:11.275981,AAPL,103.71,217,SELL
2026-01-13 03:07:21.275981,AAPL,103.57,61,BUY
2026-01-13 03:07:31.275981,AAPL,103.4,351,SELL
2026-01-13 03:07:41.275981,AAPL,103.42,264,BUY
2026-01-13 03:07:51.275981,AAPL,103.34,139,SELL
2026-01-13 03:08:01.275981,AAPL,103.65,467,BUY
2026-01-13 03:08:11.275981,AAPL,103.45,154,BUY
2026-01-13 03:08:21.275981,AAPL,103.52,124,BUY
2026-01-13 03:08:31.275981,AAPL,103.38,425,SELL
2026-01-13 03:08:41.275981,AAPL,103.47,213,SELL
2026-01-13 03:08:51.275981,AAPL,103.46,406,BUY
2026-01-13 03:09:01.275981,AAPL,103.83,148,SELL
2026-01-13 03:09:11.275981,AAPL,104.17,85,SELL
2026-01-13 03:09:21.275981,AAPL,104.27,200,SELL
2026-01-13 03:09:31.275981,AAPL,103.96,273,BUY
2026-01-13 03:09:41.275981,AAPL,104.12,328,BUY
2026-01-13 03:09:51.275981,AAPL,103.89,404,BUY
2026-01-13 03:10:01.275981,AAPL,104.02,133,SELL
2026-01-13 03:10:11.275981,AAPL,103.57,266,SELL
2026-01-13 03:10:21.275981,AAPL,103.45,149,SELL
2026-01-13 03:10:31.275981,AAPL,103.39,494,BUY
2026-01-13 03:10:41.275981,AAPL,103.31,333,SELL
2026-01-13 03:10:51.275981,AAPL,103.51,272,SELL
2026-01-13 03:11:01.275981,AAPL,103.24,193,BUY
2026-01-13 03:11:11.275981,AAPL,102.57,118,BUY
2026-01-13 03:11:21.275981,AAPL,102.79,102,BUY
2026-01-13 03:11:31.275981,AAPL,103.22,193,BUY
2026-01-13 03:11:41.275981,AAPL,103.58,288,SELL
2026-01-13 03:11:51.275981,AAPL,103.66,58,SELL
2026-01-13 03:12:01.275981,AAPL,103.68,279,BUY
2026-01-13 03:12:11.275981,AAPL,103.7,223,BUY
2026-01-13 03:12:21.275981,AAPL,103.6,332,SELL
2026-01-13 03:12:31.275981,AAPL,103.32,243,BUY
2026-01-13 03:12:41.275981,AAPL,103.01,185,SELL
2026-01-13 03:12:51.275981,AAPL,103.02,414,BUY
2026-01-13 03:13:01.275981,AAPL,102.96,376,BUY
2026-01-13 03:13:11.275981,AAPL,103.05,350,SELL
